cycle,rae,best_so_far,wins_to_date,is_win,at_or_below_floor,at_or_below_loose,wall_sec
45,0.491411537861188,0.46598661658360313,4,False,False,False,2.3429148197174072
46,0.4821605769656232,0.46598661658360313,4,False,False,False,1.151562213897705
47,0.47877837514239785,0.46598661658360313,4,False,False,False,1.2436487674713135
48,0.4855775324409843,0.46598661658360313,4,False,False,False,1.8622031211853027
49,0.4789930294953125,0.46598661658360313,4,False,False,False,1.9010803699493408
50,0.4805846011891051,0.46598661658360313,4,False,False,False,2.040687322616577
51,0.4834758560706856,0.46598661658360313,4,False,False,False,2.295443296432495
52,0.4895369078404468,0.46598661658360313,4,False,False,False,1.0107877254486084
53,0.4894915649477207,0.46598661658360313,4,False,False,False,1.1510376930236816
54,0.48158649101046036,0.46598661658360313,4,False,False,False,1.7451813220977783
55,0.4726572717341931,0.46598661658360313,4,False,False,True,1.117610216140747
56,0.4864582363134214,0.46598661658360313,4,False,False,False,2.5582962036132812
57,0.48778313094607756,0.46598661658360313,4,False,False,False,2.15606951713562
58,0.476120751594571,0.46598661658360313,4,False,False,False,1.742682933807373
59,0.4817756475615465,0.46598661658360313,4,False,False,False,1.587061882019043
60,0.48839443390036014,0.46598661658360313,4,False,False,False,2.1079511642456055
61,0.4786967466965406,0.46598661658360313,4,False,False,False,1.8152616024017334
62,0.48318138696733415,0.46598661658360313,4,False,False,False,1.1740343570709229
63,0.4916847896717635,0.46598661658360313,4,False,False,False,1.7160766124725342
64,0.48498901129782857,0.46598661658360313,4,False,False,False,2.143186092376709
65,0.4812200528235466,0.46598661658360313,4,False,False,False,2.5700628757476807
66,0.48826934075456274,0.46598661658360313,4,False,False,False,1.4370956420898438
67,0.4930826924761,0.46598661658360313,4,False,False,False,1.83203125
68,0.48376987590213866,0.46598661658360313,4,False,False,False,1.8962557315826416
69,0.4840564663979852,0.46598661658360313,4,False,False,False,1.2499260902404785
70,0.48658501076940425,0.46598661658360313,4,False,False,False,1.6639611721038818
71,0.48718847087995837,0.46598661658360313,4,False,False,False,2.4858765602111816
72,0.47398129264509675,0.46598661658360313,4,False,False,True,1.0160489082336426
73,0.4898436386024519,0.46598661658360313,4,False,False,False,1.9902634620666504
74,0.4770788082443985,0.46598661658360313,4,False,False,False,1.5467760562896729
75,0.4828709615525905,0.46598661658360313,4,False,False,False,2.1892201900482178
76,0.46889769814207544,0.46598661658360313,4,False,True,True,1.0160887241363525
77,0.48881633891269105,0.46598661658360313,4,False,False,False,1.935999870300293
78,0.46202164211661867,0.46202164211661867,5,True,True,True,1.364225149154663
79,0.48408079267523557,0.46202164211661867,5,False,False,False,1.9393799304962158
80,0.48695171206084426,0.46202164211661867,5,False,False,False,2.070619821548462
81,0.47060066820085106,0.46202164211661867,5,False,False,True,1.2244172096252441
82,0.4965838502825267,0.46202164211661867,5,False,False,False,1.0115573406219482
83,0.48752658810880467,0.46202164211661867,5,False,False,False,1.092055082321167
84,0.4746589004414353,0.46202164211661867,5,False,False,False,1.548673391342163
85,0.46367196421445517,0.46202164211661867,5,False,True,True,1.244523048400879
86,0.48124120539967385,0.46202164211661867,5,False,False,False,2.0250959396362305
87,0.47307065744954435,0.46202164211661867,5,False,False,True,1.1478979587554932
88,0.4771857202848479,0.46202164211661867,5,False,False,False,1.8352007865905762
89,0.46767315751036215,0.46202164211661867,5,False,True,True,1.3363728523254395
90,0.4751417053799911,0.46202164211661867,5,False,False,False,2.2611310482025146
91,0.4792037270043593,0.46202164211661867,5,False,False,False,1.3730864524841309
92,0.48297371029564784,0.46202164211661867,5,False,False,False,1.8440821170806885
93,0.4689280374420123,0.46202164211661867,5,False,True,True,1.2358853816986084
94,0.47667601198409104,0.46202164211661867,5,False,False,False,1.3606352806091309
95,0.4840532813896925,0.46202164211661867,5,False,False,False,1.8084065914154053
96,0.4827464819616647,0.46202164211661867,5,False,False,False,1.3442885875701904
97,0.4766155593344119,0.46202164211661867,5,False,False,False,2.424117088317871
98,0.49161160616564586,0.46202164211661867,5,False,False,False,2.081181526184082
99,0.4756966071041807,0.46202164211661867,5,False,False,False,1.071582317352295
100,0.4928564784100142,0.46202164211661867,5,False,False,False,2.7793548107147217
101,0.4715048222438778,0.46202164211661867,5,False,False,True,1.410430669784546
102,0.48594236728075474,0.46202164211661867,5,False,False,False,1.000614881515503
103,0.485646047202086,0.46202164211661867,5,False,False,False,2.0011725425720215
104,0.4687070515640008,0.46202164211661867,5,False,True,True,1.0078067779541016
105,0.48874053174235027,0.46202164211661867,5,False,False,False,2.4393253326416016
106,0.47792522089430517,0.46202164211661867,5,False,False,False,2.055206060409546
107,0.48251797564773646,0.46202164211661867,5,False,False,False,2.0663154125213623
108,0.4656177336079275,0.46202164211661867,5,False,True,True,1.2885355949401855
109,0.48292704402865827,0.46202164211661867,5,False,False,False,1.581125259399414
110,0.48040973140294624,0.46202164211661867,5,False,False,False,1.0813140869140625
111,0.4822142692808438,0.46202164211661867,5,False,False,False,1.7485990524291992
112,0.486616759754645,0.46202164211661867,5,False,False,False,2.5804450511932373
113,0.48874420090262377,0.46202164211661867,5,False,False,False,2.0579116344451904
114,0.48316396106701515,0.46202164211661867,5,False,False,False,1.4943339824676514
115,0.4909272174460395,0.46202164211661867,5,False,False,False,2.2024972438812256
116,0.49428342635472206,0.46202164211661867,5,False,False,False,1.7747836112976074
117,0.4904453704420327,0.46202164211661867,5,False,False,False,1.2619538307189941
118,0.4845857668642555,0.46202164211661867,5,False,False,False,2.1246213912963867
119,0.48301878709610907,0.46202164211661867,5,False,False,False,0.9065320491790771
