nb,name,tag,paradigms,best_rae_summary,rae_field
1941,nb1941_bag_nb1861_10outer,bag_nb1861_10outer,SeedBag,,
1942,nb1942_blend_huber_mse_validated,blend_huber_mse_validated,"Ensemble,HuberLoss",,
1944,nb1944_lgbm_mse_leaves12,lgbm_mse_leaves12,LGBM,,
1951,nb1951_deploy_nb1941,deploy_nb1941,Other,,
1963,nb1963_lgbm_mse_no_embed,lgbm_mse_no_embed,LGBM,0.5329049237224005,rae_median_bag
1971,nb1971_bag_nb1861_20outer,bag_nb1861_20outer,SeedBag,,
1972,nb1972_blend_top2_bob,blend_top2_bob,Ensemble,,
1974,nb1974_lgbm_extra_trees,lgbm_extra_trees,"LGBM,ExtraTrees",,
1981,nb1981_lgbm_categorical,lgbm_categorical,LGBM,,
1983,nb1983_lgbm_direct_train,lgbm_direct_train,LGBM,,
1991,nb1991_lgbm_smote,lgbm_smote,LGBM,0.5323798163626514,rae_median_bag
1993,nb1993_chembl_knn1,chembl_knn1,"kNN,ExternalData",,
2001,nb2001_lgbm_resid_weighted,lgbm_resid_weighted,LGBM,0.5093531932564234,rae_median_bag
2011,nb2011_bag_nb2001,bag_nb2001,SeedBag,,
2013,nb2013_lgbm_monotone,lgbm_monotone,LGBM,0.520107145045216,rae_median_bag
2021,nb2021_catboost_cat_rmse,catboost_cat_rmse,CatBoost,,
2023,nb2023_lgbm_lambda_grid,lgbm_lambda_grid,"LGBM,HPO",,
2031,nb2031_bag_lambda3,bag_lambda3,SeedBag,,
2033,nb2033_xgboost_mse,xgboost_mse,XGBoost,,
2034,nb2034_lgbm_trajectory,lgbm_trajectory,"LGBM,TrajectoryAgg",,
2041,nb2041_deploy_nb2031,deploy_nb2031,Other,,
2044,nb2044_wide_traj_25bag,wide_traj_25bag,SeedBag,,
2053,nb2053_lgbm_n500,lgbm_n500,LGBM,,
2054,nb2054_trajectory,trajectory,TrajectoryAgg,,
2061,nb2061_lgbm_tanh_residual,lgbm_tanh_residual,"LGBM,Residual,TargetReparam",,
2063,nb2063_lgbm_top50_shap,lgbm_top50_shap,"LGBM,SHAP_FeatSel",0.4943521612119429,rae_median_bag
2064,nb2064_trajectory,trajectory,TrajectoryAgg,,
2071,nb2071_bag_nb2063,bag_nb2063,SeedBag,,
2072,nb2072_deploy_nb2063,deploy_nb2063,Other,,
2074,nb2074_trajectory,trajectory,TrajectoryAgg,,
2081,nb2081_shap_K_grid,shap_K_grid,"SHAP_FeatSel,HPO",,
2082,nb2082_pooled_25bag_shap50,pooled_25bag_shap50,"SHAP_FeatSel,SeedBag",,
2084,nb2084_trajectory_shap_top50,trajectory_shap_top50,"SHAP_FeatSel,TrajectoryAgg",0.4774513646428908,best_rae
2091,nb2091_shap_K_grid_low,shap_K_grid_low,"SHAP_FeatSel,HPO",,
2092,nb2092_pooled_25bag_shap30,pooled_25bag_shap30,"SHAP_FeatSel,SeedBag",,
2093,nb2093_deploy_shap30,deploy_shap30,SHAP_FeatSel,,
2102,nb2102_deploy_nb2092_median,deploy_nb2092_median,Other,,
2103,nb2103_shap_K_fine,shap_K_fine,SHAP_FeatSel,,
2111,nb2111_pooled_25bag_shap28,pooled_25bag_shap28,"SHAP_FeatSel,SeedBag",,
2112,nb2112_deploy_shap28,deploy_shap28,SHAP_FeatSel,,
2121,nb2121_lambda_grid_K28,lambda_grid_K28,HPO,,
2123,nb2123_leaves_grid_K28,leaves_grid_K28,HPO,,
2124,nb2124_trajectory,trajectory,TrajectoryAgg,,
2131,nb2131_pooled_25bag_K28L14,pooled_25bag_K28L14,SeedBag,,
2132,nb2132_pooled_25bag_K28L12,pooled_25bag_K28L12,SeedBag,,
2133,nb2133_lr_grid_K28,lr_grid_K28,HPO,,
2134,nb2134_trajectory,trajectory,TrajectoryAgg,,
2141,nb2141_catboost_K28,catboost_K28,CatBoost,0.5094774076395141,rae_median_bag
2142,nb2142_lgbm_huber_K28,lgbm_huber_K28,"LGBM,HuberLoss",0.4730500070028983,rae_median_bag
2144,nb2144_trajectory,trajectory,TrajectoryAgg,0.46549573382088544,best_rae
2151,nb2151_minchild_K28,minchild_K28,Other,,
2153,nb2153_featfrac_K28,featfrac_K28,Other,,
2154,nb2154_trajectory,trajectory,TrajectoryAgg,0.46202164211661867,best_rae
2156,nb2156_verify_nb2154,verify_nb2154,Other,,
2158,nb2158_monotone_K28,monotone_K28,Other,0.5026469870405744,rae_median_bag
2159,nb2159_shap_intersect,shap_intersect,SHAP_FeatSel,0.4697789387514748,rae_median_bag
2160,nb2160_dart_K28,dart_K28,DART,,
2161,nb2161_trajectory,trajectory,TrajectoryAgg,,
2163,nb2163_pooled_aggregate,pooled_aggregate,Routing,,
2165,nb2165_xgb_shap_K28,xgb_shap_K28,"XGBoost,SHAP_FeatSel",,
2166,nb2166_row_bootstrap_K28,row_bootstrap_K28,Bootstrap,,
2167,nb2167_sklearn_stack_K28,sklearn_stack_K28,Stacking,,
2168,nb2168_trajectory,trajectory,TrajectoryAgg,,
2170,nb2170_anchor_nb730,anchor_nb730,Other,0.39199583468714455,best_rae
2172,nb2172_family_ablation,family_ablation,Other,,
2173,nb2173_residual_cascade,residual_cascade,Residual,,
2174,nb2174_tanh_target,tanh_target,TargetReparam,,
2175,nb2175_trajectory,trajectory,TrajectoryAgg,,
2177,nb2177_audit_nb2170,audit_nb2170,Other,,
2178,nb2178_k_sweep_nb730,k_sweep_nb730,HPO,0.3809881790075546,best_rae
2179,nb2179_anchor_blend,anchor_blend,Ensemble,0.39199583468714455,best_rae
2181,nb2181_trajectory,trajectory,TrajectoryAgg,,
2183,nb2183_nb730_honest,nb730_honest,Other,,
2184,nb2184_reeval_honest_anchor,reeval_honest_anchor,Other,,
2185,nb2185_alt_anchors,alt_anchors,Other,,
2187,nb2187_trajectory,trajectory,TrajectoryAgg,,
2189,nb2189_truly_honest,truly_honest,Other,0.45558505824626144,best_rae
2190,nb2190_conformal_shrink,conformal_shrink,Abstention,0.48067390418419853,best_rae
2191,nb2191_mlp_head,mlp_head,Other,0.5487558440016679,rae_median_bag
2193,nb2193_trajectory,trajectory,TrajectoryAgg,,
2201,nb2201_deploy_audit,deploy_audit,Other,,
2202,nb2202_clean_rebuild,clean_rebuild,Other,0.4697789387514748,best_K_median_bag
2203,nb2203_transfer_sim,transfer_sim,Other,,
