name,rae,spearman,kendall,r2,mae,te_mean,te_std,boltz_sp,selectivity_sp,biomech_score
nb138_elnet_final,0.3553572273533279,0.8661407297133301,0.6992014423734187,0.8169426775937181,0.32331523309995375,4.941455473348122,0.570278177239268,0.05766134136004734,0.08881872269438189,0.07324003202721462
nb129_final_blend,0.35556677956540955,0.8658736961668142,0.698974309339625,0.81724391945472,0.32350589032339166,4.936247163400535,0.5743667354924242,0.05402299218376682,0.09607853280656246,0.07505076249516464
nb127_exhaustive_blend,0.36888223243154006,0.8515195554959456,0.6809386365233534,0.8043982610508995,0.3356207100480625,4.977922783494412,0.5925125270147638,0.05616682097185247,0.15767634522834326,0.10692158310009786
nb125_2way,0.3692926978418012,0.8511619928983176,0.6803660086482483,0.803989350389037,0.3359941644471371,4.997668536672227,0.5935715261997917,0.05257442558650193,0.16694798919721487,0.1097612073918584
nb119_optuna_ensemble,0.3706177280316038,0.8495659917441973,0.6789171291309275,0.8008668172597275,0.33719971877867894,5.011450434696939,0.5882045065764677,0.05345803610030265,0.17713844232825907,0.11529823921428085
nb125_enet,0.3715452184814117,0.8520251265197774,0.6799664790687223,0.8049539197416283,0.33804357889434633,5.010350815214222,0.6015425280037549,0.06898526207704736,0.18627213603886503,0.1276286990579562
nb109_deep_meta_stack_calib,0.3733973462066007,0.8472920074419545,0.6759973833839299,0.7986946027240409,0.3397287032174404,5.0078533782917045,0.610533403534295,0.03805311653810272,0.19065463441759395,0.11435387547784834
nb109_deep_meta_stack,0.3740659314613211,0.8486465336520151,0.6777140977268671,0.7981540581825144,0.3403370032064039,5.006907718021891,0.6096765232384012,0.03805311653810272,0.18940108255398552,0.11372709954604412
nb117_knn_residual,0.3740659314613211,0.8486465336520151,0.6777140977268671,0.7981540581825144,0.3403370032064039,5.006907718021891,0.6096765232384012,0.03805311653810272,0.18940108255398552,0.11372709954604412
nb124_scaffold_specific,0.37407795627224966,0.8486507825455107,0.6777164368934333,0.7981783773177406,0.34034794375931543,5.012192257825813,0.6084044319157966,0.040318985084306105,0.18194936869979753,0.11113417689205182
nb125_lgbm_meta,0.3748061794919444,0.8498501610921521,0.6769866466809918,0.8027046785465113,0.34101050425309787,5.0185124018152205,0.5797337446116565,0.06817497702643585,0.12025091850972446,0.09421294776808015
nb111_selectivity_primary,0.375446058766342,0.8458630948855166,0.6745675284345387,0.7971123304854574,0.3415926866341868,5.016132040903192,0.6171468132818255,0.04147254078776709,0.20668219673697866,0.12407736876237288
nb125_ridge,0.37546800384541185,0.8508849753152031,0.6780528072361098,0.8034992546234141,0.34161265296048804,5.004282108844163,0.6067812463329427,0.061219249180831464,0.17456929653901293,0.1178942728599222
nb123_lad_l1,0.3762982655136266,0.8462208716247827,0.673222663039604,0.7915972541890006,0.3423680512586797,4.99564178474887,0.5902084366867704,0.07207358792977907,0.13828873415705284,0.10518116104341596
nb122_nonlinear_meta,0.37689670654111085,0.850602533225646,0.677884153356228,0.8012989059472979,0.34291253181346876,5.001517979619347,0.5825231711670803,0.05724811278358023,0.1323733168646324,0.09481071482410633
nb107_assay_decomp_calib,0.3782389461819992,0.8451414895606718,0.6713701218418804,0.7991732607549474,0.34413374384734796,4.9563228425980865,0.6347508963162714,0.05478411851207137,0.24819793586592948,0.15149102718900043
nb107_assay_decomp,0.3785246676869906,0.8459903052099296,0.6724136239861374,0.7989265909471202,0.3443937023000745,4.955095679635797,0.6337795817911643,0.05478411851207137,0.24740125534735027,0.1510926869297108
nb108_grand_v2,0.37858810683998634,0.851026243492812,0.6762567954611681,0.8041415976422003,0.3444514212458555,3.947045753755393,0.5038082545105481,0.06475911325005121,0.06950577542266823,0.06713244433635972
nb128_rf_et_aug,0.3787063716592014,0.8454641597032612,0.6720568226272167,0.7979564517361702,0.34455902231500163,4.990068663319459,0.6295553031485954,0.04547647592554669,0.2208938287880857,0.1331851523568162
nb120_huber_0_5,0.3792749163243313,0.8441722666718607,0.6711947621291103,0.7964410006822502,0.3450763022147332,4.997384379884623,0.6450704259527141,0.033461826176985926,0.28576511550845346,0.1596134708427197
nb128_et_aug,0.3793327816725456,0.8457173189353658,0.6718491046725218,0.7983147609972195,0.34512894993681736,4.984701862909729,0.6310171196994471,0.046294044530912244,0.21700322263180652,0.1316486335813594
nb123_fair_1.0,0.3794730534358392,0.8427247825045837,0.6704296208346532,0.7951034549569602,0.3452565736190044,4.995579711061869,0.6327044393083066,0.04301541487473549,0.2405068534257174,0.14176113415022645
nb120_mape,0.38001092528997404,0.8456031390127078,0.6741346263262176,0.7939226064334728,0.34574594642617296,4.882420236466871,0.5889915699496258,0.08446200110360208,0.17400185166222953,0.1292319263829158
nb128_rf_aug,0.38048117484983457,0.8437316918276517,0.6703548453317654,0.7958339493925819,0.34617379433345724,4.99543546372919,0.629375807907071,0.04279080127767539,0.23082900283295793,0.13680990205531665
nb123_huber_1.0,0.38223067461756,0.8410849780137495,0.6674465600011706,0.7946495220686238,0.3477655444982795,4.999242045055827,0.6425905660415843,0.015275768966027262,0.2644991765649533,0.1398874727654903
nb120_huber_1_0,0.3836609373735588,0.8427575012957611,0.6693985950880694,0.7938663791293263,0.3490668427434117,4.9902391290336725,0.6421517696090046,0.03431868216260496,0.2541628623683073,0.14424077226545615
