file,te_rae,pred_oof_rae,gap,flag
te_nb118_rf_et_blend,0.7653640758721549,,,ok
te_nb152_lgbm_mae_tuned,0.7657047752050574,,,ok
te_nb174_top10_lgbm,0.7657382119269754,,,ok
te_nb125_lgbm_meta,0.766051458104229,,,ok
te_nb120_mape,0.7662667490108358,,,ok
te_singleconc,0.7664957316359399,,,ok
te_199_nb197_nb123_w05,0.7669942170578254,,,ok
te_grover,0.7705724558384172,,,ok
te_grover_large,0.7706340535050282,,,ok
te_oof_consensus_delta_ml,0.7711679510363596,,,ok
te_nb157_optuna_lgbm_mae,0.7711743593302295,,,ok
te_nb393_cta,0.7713154338109195,,,ok
te_nb272_C_pxr_papyrus_other_nr,0.7716905082622547,,,ok
te_nb204_multiseed_fast_baseline,0.771853638669194,,,ok
te_nb196_fine_div15,0.7721245028572303,,,ok
te_nb188_diverse_refine,0.7721584444782947,,,ok
te_nb197_dense_grid,0.7724036392680231,,,ok
te_nb214_div15_nb212_blend,0.7729642618342095,,,ok
te_nb162_mixed_pool,0.7730338725244411,,,ok
te_nb212_nb211_blend,0.7730474874032964,,,ok
te_nb219_diversity_blend,0.7730601662821059,,,ok
te_nb195_expanded,0.7732570051428495,,,ok
te_nb119_optuna_ensemble,0.7734997414533941,,,ok
te_nb194_constrained,0.7735780567370824,,,ok
te_nb199_external_pxr,0.7737331472958858,,,ok
te_nb202_ridge_baseline,0.774861322350164,,,ok
te_nb207_fine_alpha_min,0.7754984772881818,,,ok
te_nb205_ratio_inflate,0.7760743976231657,,,ok
te_nb167_xgboost_mae,0.7761600675476814,,,ok
te_nb211_div15_chemprop_blend,0.776558503538066,,,ok
te_nb192_poly_variant,0.7768142297268483,,,ok
te_nb177_xgb_histgb,0.7773532099141724,,,ok
te_nb154_lgbm_mae_filtered,0.7774467299831526,,,ok
te_oof_scaffold_aware_knn,0.777667484748741,,,ok
te_oof_nested_cv_ensemble,0.7781733420905212,,,ok
te_nb187_diversity_qreg,0.7788578445178854,,,ok
te_oof_lgbm_crc_singleconc_fdr,0.7791063581474701,,,ok
te_nb552,0.7796065999541069,,,"oof_bad_shape:(4139,)"
te_nb221_singleconc_aux,0.7812597132873487,,,ok
te_nb209_direct_best_inflate,0.7856395595149338,,,ok
te_nb281_precision,0.7864916665288119,,,ok
te_nb230_top_torsion,0.7869202316063406,,,ok
te_nb230_maccs,0.789050547897206,,,ok
te_nb94_chemberta_mtr,0.7895083239870764,,,ok
te_chemberta_mtr,0.7908961353253005,,,ok
te_oof_nested_3tier_rdkit,0.7923444787601153,,,ok
te_nb411,0.7930458181352681,,,ok
te_nb710_q70,0.7946360588528352,,,ok
te_oof_allfp_adaptive_rdkit,0.7957942099769034,,,ok
te_oof_grand_v9,0.7984748782336399,,,ok
te_oof_delta_ensemble_blend,0.8004716673993071,,,ok
te_crossattn_chemberta_esm2,0.8013212579271348,,,ok
te_nb265_binary,0.8013355403695146,,,ok
te_oof_delta_5tiers,0.802675731403343,,,ok
te_nb300_diffusion_aug,0.8029977071939179,,,ok
te_nb230_atom_pair,0.8030507420093622,,,ok
te_nb265_10cls,0.8031094801935087,,,ok
te_nb118_rf,0.807216261221907,,,ok
te_crossattn_grover_esm2,0.8089319569136726,,,ok
te_oof_counter_delta,0.8095512099607401,,,ok
te_oof_grand_v8,0.8116742353591739,,,ok
te_oof_full_desc_delta_3tier,0.8127950578363149,,,ok
te_nb311_stable,0.8148888255877559,,,ok
te_oof_grand_v10,0.8164649282752144,,,ok
te_oof_blend_optimizer,0.8164649282752144,,,ok
te_oof_allfp_delta_3tier,0.8171364885241714,,,ok
te_oof_delta_similarity_tiers,0.8200515043566124,,,ok
te_nb137_counter_delta_exp,0.82105712425527,,,ok
te_oof_delta_uncertainty,0.8211060520672151,,,ok
te_oof_enhanced_delta_3tier,0.8211098858175989,,,ok
te_chemberta_esm2_nr,0.8212612289513135,,,ok
te_nb230_ecfp8,0.8218081429518042,,,ok
te_oof_multi_template_delta,0.8221532012053901,,,ok
te_oof_reverse_delta_ml,0.8231991861164584,,,ok
te_nb215_chemist_features,0.825966957563976,,,ok
te_oof_delta_loso,0.8296504154235612,,,ok
te_lgbm_chemberta_emb,0.8319178510149499,,,ok
te_nb416_boltz,0.8330652644652746,,,ok
te_oof_grand_v11,0.8340866587005172,,,ok
te_oof_adaptive_delta_4tier,0.8340909805149134,,,ok
te_oof_nested_adaptive_delta,0.8340909805149134,,,ok
te_nb133_neighbor_aware,0.8358798834831725,,,ok
te_nb260_id_aware,0.8458863395106069,,,ok
te_knn,0.8499978457112538,,,ok
te_nb101_delta_smooth,0.8556918987576085,,,ok
te_nb101_delta_base,0.8679395488805085,,,ok
te_oof_delta_ml,0.8679395488805085,,,ok
te_unimol,0.8692716194395106,,,ok
te_nb273_molformer_only,0.8720771529105559,,,ok
te_nb177_knn_only,0.8726930453208579,,,ok
te_nb101_delta_base_calib,0.8749322098918607,,,ok
te_nb289_test_time_finetune,0.8839733929947408,,,ok
te_oof_lgbm_all_external_v2,0.8968324553871312,,,ok
te_bert_smiles,0.913121659491796,,,ok
te_nb412,0.914635240256136,,,ok
te_nb461,0.9185794720237642,,,ok
te_nb213_zinc_mlp,0.9210065422589184,,,ok
te_nb442,0.9246844731848506,,,ok
te_nb213_chemberta_zinc,0.9266586096593652,,,ok
te_nb135_sc_neighborhood,0.931946637621916,,,ok
te_selformer,0.9385572395421496,,,ok
te_nb290_mmp_transform,0.9406385330927096,,,ok
te_oof_gp_tanimoto,0.9437609492938814,,,ok
te_oof_lgbm_crc_sp_chembl_pxr,0.9535631147442633,,,ok
te_nb213_zinc_lgbm,0.9553762417774352,,,ok
te_nb103_seed_propagation,0.9564913831995432,,,ok
te_nb275_frag,0.9577146654537414,,,ok
te_oof_creative_mega_ensemble,0.958611028914754,,,ok
te_grand_v6,0.9594087618627029,,,ok
te_nb275_fw,0.9704450630097348,,,ok
te_aux_features,0.9753371329879014,,,ok
te_nb440,0.9996331113482512,,,ok
te_nb266_alpha070,1.0020190281006445,,,ok
te_nb266_alpha050,1.0027783883096353,,,ok
te_nb410,1.021032595872806,,,ok
te_nb266_alpha100,1.0650763328932789,,,ok
te_nb413,1.1076728163459295,,,ok
te_nb281_lambdarank,1.155158908275406,,,ok
te_nb276_murcko,1.1596568082372094,,,ok
