iter	MAE	RMSE
885	0.1830007487	0.2515742609
886	0.1828877011	0.2514192518
887	0.1826963381	0.2511897346
888	0.1826368943	0.2511085598
889	0.1825041393	0.2509602072
890	0.1824533806	0.2508510229
891	0.1822360772	0.250588921
892	0.1821537093	0.2504493399
893	0.1819657041	0.2501956117
894	0.1818051714	0.2500030393
895	0.1817400994	0.2498785872
896	0.1816510336	0.2497453
897	0.1814522803	0.2495165155
898	0.1812800251	0.2493105276
899	0.1810238392	0.2489780056
900	0.1809027274	0.2488169177
901	0.1807132128	0.2485680875
902	0.1805880609	0.2483775363
903	0.1803965026	0.2481304892
904	0.1802002379	0.2478741187
905	0.1799902093	0.2475962213
906	0.1798493322	0.2474052912
907	0.1796266056	0.2471352548
908	0.1794616963	0.2469444939
909	0.1793008673	0.2467370102
910	0.1791261446	0.246533371
911	0.1789618808	0.2463171435
912	0.1788368493	0.2461266235
913	0.1786928007	0.2459685686
914	0.1784616147	0.2456780242
915	0.1782694336	0.2454728577
916	0.1780090507	0.2451685854
917	0.1778498929	0.2449805013
918	0.1776307753	0.2447016826
919	0.1775385735	0.2445577652
920	0.1774471457	0.2444390668
921	0.1772580394	0.244183302
922	0.1770691655	0.2439191573
923	0.17697913	0.2437736855
924	0.176822353	0.2435827197
925	0.1765375129	0.2432204652
926	0.1765347222	0.2432100887
927	0.1764749517	0.2431011891
928	0.1762699577	0.2428155061
929	0.1761366501	0.2426088369
930	0.1759723793	0.2424083958
931	0.1758505957	0.2422535149
932	0.1757631101	0.2421183385
933	0.1755583076	0.2418245048
934	0.1754493328	0.2416972782
935	0.1753582987	0.2415569308
936	0.1753528151	0.2415370162
937	0.1751104509	0.2412506892
938	0.1750427286	0.2411538556
939	0.1749380454	0.2410023544
940	0.1748203383	0.2408599905
941	0.1746827628	0.2406506959
942	0.1746490304	0.2405907909
943	0.1746352546	0.2405621364
944	0.174582662	0.2404687966
945	0.1745807025	0.2404536103
946	0.1743851293	0.2401885165
947	0.1742034535	0.2399599188
948	0.1741217369	0.2398231884
949	0.1740270096	0.2397022747
950	0.1738728278	0.2395140202
951	0.1737236756	0.2393275809
952	0.1736451116	0.2391879823
953	0.1735780414	0.2390817049
954	0.1734862807	0.2389342691
955	0.1733816262	0.2387796861
956	0.173197614	0.2385779261
957	0.1730982747	0.2384585362
958	0.1730200869	0.238292147
959	0.1729097419	0.2381758985
960	0.1728422976	0.2380678665
961	0.1727550332	0.2379375293
962	0.1726203232	0.2377620668
963	0.1723813908	0.2374977624
964	0.1723247629	0.2373817625
965	0.1722324901	0.237234865
966	0.1721660884	0.2371326607
967	0.1719207277	0.2367824953
968	0.1717245348	0.2365423166
969	0.1715759682	0.2363431095
970	0.1713873791	0.236076298
971	0.1713372362	0.2360018768
972	0.1712302221	0.235863655
973	0.1711136808	0.2356985433
974	0.1709442224	0.2354719785
975	0.1708004536	0.2353000809
976	0.170711822	0.2351859154
977	0.1706673008	0.2351101653
978	0.1705344705	0.2349583903
979	0.1704365299	0.2348274356
980	0.1703248053	0.2346551934
981	0.1702104176	0.2344982913
982	0.1700345758	0.234275573
983	0.1700303534	0.2342644244
984	0.1699604243	0.2341482079
985	0.1699363092	0.2340920517
986	0.1696697841	0.2337591103
987	0.1695518984	0.2335983252
988	0.1693996931	0.2334127721
989	0.1692406157	0.2331381571
990	0.1691172996	0.2329556054
991	0.1689491455	0.2327507089
992	0.1689314085	0.2327084334
993	0.1685819235	0.2323589827
994	0.1684864813	0.2322022956
995	0.168387593	0.2320795887
996	0.1683084554	0.2319568719
997	0.1681434292	0.231772475
998	0.1680293036	0.2316060811
999	0.1679415106	0.2314758622
1000	0.1677762771	0.2312842579
1001	0.1676594783	0.2311159234
1002	0.1674473026	0.2308390086
1003	0.167322944	0.2306953061
1004	0.1669873785	0.2303193955
1005	0.1667688961	0.230086377
1006	0.1665107508	0.2298177068
1007	0.1664266102	0.2296920667
1008	0.1662511067	0.2294811348
1009	0.1661360306	0.2293317939
1010	0.166072526	0.2292180882
1011	0.1659857987	0.2290978194
1012	0.1657540439	0.2287995162
1013	0.1655237013	0.228566871
1014	0.165389336	0.2284133744
1015	0.1651962967	0.2281901502
1016	0.1649382782	0.2279309498
1017	0.1647887745	0.227698651
1018	0.1646672495	0.2275028054
1019	0.1646264395	0.2274300498
1020	0.1645977713	0.227387468
1021	0.164448786	0.2271967362
1022	0.1643703169	0.2271033504
1023	0.1641955463	0.2269010108
1024	0.164095571	0.2267438871
1025	0.1639554136	0.2265234168
1026	0.1638064297	0.2263674744
1027	0.1636080344	0.2261209389
1028	0.163562157	0.2260226088
1029	0.1634726837	0.2258710698
1030	0.1631985867	0.2255792332
1031	0.1631335154	0.2254661324
1032	0.1630749974	0.2253740647
1033	0.1630278065	0.2252871051
1034	0.1628631626	0.2251011537
1035	0.1626596728	0.2248071969
1036	0.1625771851	0.2247007947
1037	0.1624058941	0.2244938246
1038	0.1622935199	0.2243419966
1039	0.162172315	0.2241700527
1040	0.1621251626	0.2240889139
1041	0.1620579042	0.2239659996
1042	0.1619345221	0.2238037614
1043	0.1617088328	0.2235512064
1044	0.1615227827	0.2233067637
1045	0.1614604319	0.2231986066
1046	0.161311102	0.2230288233
1047	0.1611660515	0.2228464784
1048	0.1609036759	0.2225450704
1049	0.1608501374	0.2224428142
1050	0.1608072257	0.2223699117
1051	0.1606802601	0.2221605659
1052	0.1605848363	0.222029827
1053	0.160524193	0.2219298747
1054	0.1604205399	0.2217893085
1055	0.1602741769	0.2216169999
1056	0.1601619181	0.2214592805
1057	0.1600176715	0.2212695048
1058	0.1598389787	0.2210414396
1059	0.1597911039	0.2209198902
1060	0.1596740532	0.2207428886
1061	0.1595748776	0.2206161065
1062	0.1593931528	0.2203912746
1063	0.1591556193	0.2200911028
1064	0.1590405014	0.2199301759
1065	0.1589113838	0.2197151323
1066	0.1588409817	0.2196113373
1067	0.1588340826	0.2195948015
1068	0.1587460369	0.2194678095
1069	0.1584782992	0.2190913347
1070	0.1584496744	0.2190444063
1071	0.1582837941	0.2188278746
1072	0.1581566204	0.2186570096
1073	0.1580767092	0.2185339749
1074	0.1579418103	0.2183659692
1075	0.1577444601	0.2181265393
1076	0.1576290991	0.2179580716
1077	0.1574329767	0.2177036008
1078	0.1574202223	0.2176781919
1079	0.1574010043	0.2176410267
1080	0.1573271304	0.217534024
1081	0.1570168465	0.2171727891
1082	0.1569443673	0.2170431201
1083	0.1568778126	0.2169587203
1084	0.1567318525	0.2167612016
1085	0.15663171	0.2166079914
1086	0.1565309393	0.2164794307
1087	0.156528604	0.2164560395
1088	0.1563192026	0.2161962159
1089	0.1562565241	0.2160812139
1090	0.1561896402	0.2159749359
1091	0.156030781	0.2157675788
1092	0.1558665802	0.2155555029
1093	0.1557590239	0.2154118276
1094	0.1557524903	0.2154006057
1095	0.1556204509	0.2152175044
1096	0.1554742918	0.2150492089
1097	0.1554155285	0.2149482265
1098	0.1553837103	0.2148908763
1099	0.1552769645	0.2147444228
1100	0.1551901744	0.2146350012
1101	0.1551274455	0.2145620138
1102	0.1549591778	0.2143800673
1103	0.1548856569	0.2142434638
1104	0.1547926684	0.2141082873
1105	0.1546387213	0.2139268497
1106	0.1544852501	0.2137473103
1107	0.1543590759	0.2135611625
1108	0.1542099603	0.2133945046
1109	0.1538970905	0.2130228572
1110	0.1538495793	0.2129568109
1111	0.1538308069	0.2129203406
1112	0.1537404221	0.2127975226
1113	0.1537309966	0.2127787752
1114	0.1536367449	0.2126323724
1115	0.1535524942	0.2124974382
1116	0.1534672889	0.2123666388
1117	0.1533814241	0.2122132081
1118	0.1532718853	0.2121006327
1119	0.1532104134	0.2120109343
1120	0.1531726153	0.211935833
1121	0.1530904924	0.211818278
1122	0.1529370769	0.2116262543
1123	0.1528606047	0.2115101407
1124	0.1528128609	0.2114040553
1125	0.1526481986	0.2112117321
1126	0.1525721683	0.211095101
1127	0.1523547709	0.2107824487
1128	0.1521795391	0.2105755413
1129	0.1519946042	0.2103610655
1130	0.151913796	0.2102638192
1131	0.1518266483	0.2101456195
1132	0.1516832896	0.2099716467
1133	0.1514803892	0.2097207728
1134	0.1514078367	0.2095979716
1135	0.1512041438	0.2093537367
1136	0.1510345568	0.2091581151
1137	0.1508017103	0.2088329337
1138	0.1505538108	0.2085072052
1139	0.1504681016	0.208381491
1140	0.1503711031	0.2082398217
1141	0.1502721252	0.2081321807
1142	0.1498970972	0.2077442863
1143	0.1497626925	0.2075738126
1144	0.1497510213	0.2075473546
1145	0.1496246031	0.207429306
1146	0.1495861585	0.2073705329
1147	0.1495133912	0.207278821
1148	0.1494601419	0.2071989852
1149	0.1494272025	0.2071397895
1150	0.1494163781	0.2071174803
1151	0.1493188918	0.2069559937
1152	0.1491927013	0.2068022049
1153	0.1490386732	0.2066285615
1154	0.1489242839	0.2064682787
1155	0.1488641576	0.2063907729
1156	0.1487160913	0.2061913752
1157	0.1485547354	0.2059901707
1158	0.1484655658	0.2058594667
1159	0.148372554	0.2057125002
1160	0.1483028405	0.2055911028
1161	0.148111286	0.2053784944
1162	0.1480739518	0.2053044798
1163	0.1478635405	0.2050457126
1164	0.1477738904	0.2049196627
1165	0.1476777272	0.2048034752
1166	0.1475874918	0.2046679765
1167	0.1474585113	0.2045035455
1168	0.1474241929	0.2044106292
1169	0.1473178116	0.2042718357
1170	0.1472537513	0.2041716886
1171	0.1471518546	0.2040364918
1172	0.1470945867	0.2039446681
1173	0.1468577959	0.2037038052
1174	0.1467994298	0.2035961527
1175	0.1465921577	0.2033597009
1176	0.1464732784	0.203189097
1177	0.1463731236	0.2030731378
1178	0.1461381788	0.2028153481
1179	0.1460869038	0.2027136971
1180	0.1459902164	0.2025927047
1181	0.14585503	0.2024371363
1182	0.1458083821	0.2023541141
1183	0.145580393	0.2020856934
1184	0.1454911764	0.2019279466
1185	0.1453721498	0.2017776976
1186	0.1451922111	0.2015678706
1187	0.1450818699	0.2014344762
1188	0.1449075287	0.2012162262
1189	0.144863539	0.201132321
1190	0.1447788296	0.2010166209
1191	0.1446690023	0.2008840055
1192	0.1446004017	0.20075548
1193	0.1444790323	0.2005774274
1194	0.144319454	0.2004159052
1195	0.1441272198	0.2002033837
1196	0.1440841773	0.2001551121
1197	0.143967241	0.2000161419
1198	0.1438011555	0.1998338046
1199	0.1436753737	0.1996132347
1200	0.1435197972	0.199416817
1201	0.1433220717	0.1991813838
1202	0.1431300471	0.1989666541
1203	0.1430064751	0.19880999
1204	0.1428553647	0.1986556436
1205	0.1427722535	0.1985483301
1206	0.1427000486	0.1984348055
1207	0.1425948493	0.19830104
1208	0.1424917598	0.1981632996
1209	0.1423751653	0.1980089861
1210	0.1423227182	0.1979238426
1211	0.1421717203	0.1977277237
1212	0.1421102097	0.1976501279
1213	0.1419594523	0.1974703244
1214	0.1418706682	0.1973301505
1215	0.1416894579	0.1971119184
1216	0.1416096818	0.1970187406
1217	0.1415217149	0.1968929607
1218	0.1414029947	0.1967185775
1219	0.1413967856	0.1967007112
1220	0.1412742109	0.1965278079
1221	0.1411629451	0.1963592653
1222	0.1410803596	0.1962336721
1223	0.1410240004	0.196126767
1224	0.1408792187	0.1959330172
1225	0.1408026995	0.1958160104
1226	0.1406794304	0.1956498606
1227	0.1406344487	0.195577444
1228	0.1405106787	0.1954447203
1229	0.1404166726	0.195320783
1230	0.1403172785	0.1951967016
1231	0.1401672081	0.194999166
1232	0.1399909745	0.1947948056
1233	0.1399158079	0.194699103
1234	0.1398024631	0.1945612902
1235	0.1396116469	0.194308394
1236	0.1395427214	0.1941960084
1237	0.1392266616	0.1937899746
1238	0.1391494166	0.1936773433
1239	0.1390864593	0.19359857
1240	0.1390076281	0.1934716789
1241	0.1390031195	0.1934634888
1242	0.1389558439	0.1933807382
1243	0.1387856097	0.1932040472
1244	0.138684346	0.1930884253
1245	0.1384711253	0.1928278764
1246	0.1383737953	0.19270767
1247	0.1383500081	0.1926638535
1248	0.138172428	0.1924614197
1249	0.1381378612	0.1923908443
1250	0.1379033319	0.1920707601
1251	0.1378999703	0.1920616379
1252	0.1378382161	0.191926002
1253	0.1377094043	0.1917762367
1254	0.1376217316	0.1916625037
1255	0.1375485481	0.1915220938
1256	0.1375102153	0.191451047
1257	0.1373488018	0.191210936
1258	0.1372554494	0.1910852259
1259	0.1372076488	0.1910109974
1260	0.1370651984	0.1908418049
1261	0.1370133083	0.1907391724
1262	0.1369441123	0.1906267299
1263	0.1368881171	0.1905379638
1264	0.1367539051	0.190379827
1265	0.13669958	0.1902744643
1266	0.1366594551	0.1901861974
1267	0.1365602265	0.190060419
1268	0.1364797061	0.1899649903
1269	0.136402403	0.189865608
1270	0.1362874017	0.1897414926
1271	0.1362837075	0.1897187438
1272	0.1362534482	0.1896733708
1273	0.1362013527	0.1895543227
1274	0.136100217	0.1894321872
1275	0.1360159981	0.1892967791
1276	0.1358823117	0.1891250603
1277	0.1357585833	0.1889900547
1278	0.1357066346	0.188896131
1279	0.1355627226	0.1886958566
1280	0.1353436333	0.1884667966
1281	0.1352472515	0.1883277436
1282	0.1351610216	0.1881970513
1283	0.1350283248	0.1880332352
1284	0.134937683	0.1879175829
1285	0.1348401287	0.1878115363
1286	0.1346821329	0.1875931843
1287	0.1346575952	0.1875292152
1288	0.134537773	0.1873991017
1289	0.1343315071	0.1871276982
1290	0.1341704781	0.1869156313
1291	0.1340895726	0.1867769963
1292	0.1340770776	0.1867563707
1293	0.134015491	0.1866549965
1294	0.1339368744	0.1865518962
1295	0.1338323595	0.1864183201
1296	0.1337543761	0.186331381
1297	0.1337138402	0.186251873
1298	0.1335719401	0.1860750725
1299	0.13338273	0.1858922021
1300	0.1332215987	0.1857034272
1301	0.1332201307	0.1856980925
1302	0.1331297661	0.185567437
1303	0.1330434341	0.1854638793
1304	0.1329475393	0.1853613167
1305	0.1328013185	0.1851803943
1306	0.1326836486	0.1850382282
1307	0.132558911	0.1849060178
1308	0.1324224244	0.1847068819
1309	0.1323975921	0.1846621508
1310	0.1323430646	0.1845806355
1311	0.132232449	0.1844277728
1312	0.1321094142	0.1842461118
1313	0.1319786543	0.1840756536
1314	0.1318660434	0.1838852551
1315	0.1317801001	0.1837723956
1316	0.1316939477	0.1836531862
1317	0.1315966819	0.1835264333
1318	0.1315002702	0.1834192836
1319	0.1314027429	0.1832860826
1320	0.1312409735	0.183087282
1321	0.1311272879	0.182958101
1322	0.1310346227	0.1828439602
1323	0.1309576019	0.1827293712
1324	0.1308776368	0.1826312718
1325	0.1308179938	0.1825208117
1326	0.130722785	0.1824042509
1327	0.1306246493	0.1822761115
1328	0.1304762342	0.1821285473
1329	0.1303861806	0.1819914037
1330	0.1302627115	0.1818502655
1331	0.130199906	0.1817696368
1332	0.1301183838	0.1816454347
1333	0.1300465216	0.1815027065
1334	0.1299823198	0.1814048312
1335	0.129871569	0.1812665593
1336	0.129765844	0.1811302113
1337	0.1296918786	0.1810278034
1338	0.1295197794	0.1808281938
1339	0.1293542851	0.1806009647
1340	0.1292854793	0.180507788
1341	0.1291317532	0.1803235818
1342	0.1290710107	0.1802175119
1343	0.1289614774	0.1800761952
1344	0.1289075496	0.1800051289
1345	0.1288376421	0.1799235908
1346	0.1287813546	0.1798393538
1347	0.1287237817	0.1797396179
1348	0.12865994	0.179623054
1349	0.1286164263	0.179552952
1350	0.1285867095	0.1794853287
1351	0.1284536763	0.1792947374
1352	0.128343456	0.1791302004
1353	0.1283421603	0.1791255347
1354	0.128224279	0.178992902
1355	0.1280766005	0.1788135116
1356	0.1278954149	0.1786037007
1357	0.127865281	0.178533854
1358	0.1278177911	0.1784476964
1359	0.1277436865	0.1783364608
1360	0.1275945047	0.1781145487
1361	0.1275868502	0.1780980313
1362	0.1275265756	0.1780091563
1363	0.1274805342	0.1779210393
1364	0.1274011713	0.1778038639
1365	0.1272600271	0.1776505312
1366	0.1271612567	0.1775369521
1367	0.1270886653	0.177442565
1368	0.1270440784	0.1773749588
1369	0.1269373779	0.1772203458
1370	0.1268944843	0.1771626495
1371	0.1268054474	0.1770267759
1372	0.1268048368	0.177022449
1373	0.126659836	0.1768226717
1374	0.1265801059	0.176707553
1375	0.1265269873	0.1766165712
1376	0.1264761815	0.1765128025
1377	0.1263896293	0.1764110991
1378	0.1263199666	0.1762929229
1379	0.1262145034	0.176168156
1380	0.1260892246	0.1760359759
1381	0.1259956186	0.1759177155
1382	0.1259336657	0.175833954
1383	0.1258397254	0.1757062358
1384	0.1256799123	0.1754831486
1385	0.1256075032	0.1753793589
1386	0.1255159807	0.1752587128
1387	0.125477861	0.1751934787
1388	0.1254722148	0.1751796452
1389	0.1253728135	0.1750449106
1390	0.1252812538	0.1749386168
1391	0.1252019956	0.174821459
1392	0.1251626715	0.1747579809
1393	0.1251259047	0.1746987078
1394	0.1250522776	0.1746074615
1395	0.124983841	0.174513736
1396	0.1248909864	0.174374803
1397	0.1247574458	0.1741733986
1398	0.124653653	0.1740303085
1399	0.1246009312	0.1739499181
1400	0.1245213663	0.1738412331
1401	0.1243818865	0.1736941677
1402	0.1242849522	0.1735599849
1403	0.1242125537	0.1734636613
1404	0.1241466761	0.1733873045
1405	0.1240500698	0.1732623323
1406	0.1239830163	0.1731761486
1407	0.1239283886	0.1730879544
1408	0.1238070345	0.1729499719
1409	0.1237014272	0.1728216387
1410	0.1236216159	0.1726960741
1411	0.1234727309	0.1724900328
1412	0.1233770232	0.1724021304
1413	0.1233297478	0.1723161623
1414	0.1232420779	0.1721907891
1415	0.1231605854	0.1720493724
1416	0.1230446356	0.1718815232
1417	0.1228898794	0.1716956364
1418	0.1227988447	0.1715704828
1419	0.1227520954	0.1714790154
1420	0.1226506596	0.1713275751
1421	0.122534323	0.1711708373
1422	0.1224664291	0.1710886789
1423	0.1224111868	0.1710056875
1424	0.1222656996	0.1708242262
1425	0.1222066743	0.1707365986
1426	0.1221883362	0.1707052771
1427	0.1220871251	0.1705764231
1428	0.1220280353	0.1704946361
1429	0.1219877564	0.1704274592
1430	0.1218202592	0.1702215281
1431	0.1216681672	0.1700570801
1432	0.1216113207	0.1699737242
1433	0.1215642004	0.1698956043
1434	0.1215013009	0.1697891172
1435	0.1214148388	0.1696828201
1436	0.1213556508	0.1696038854
1437	0.1212670402	0.1694782837
1438	0.1212082036	0.1693947353
1439	0.121111029	0.1692634856
1440	0.1210439827	0.1691397186
1441	0.1208888466	0.1689614975
1442	0.1207355794	0.1687857395
1443	0.1206749027	0.1686893864
1444	0.1205529286	0.1685311161
1445	0.1205483795	0.1685218295
1446	0.1204628252	0.1684090867
1447	0.1204339351	0.1683384534
1448	0.1203884474	0.1682765632
1449	0.1203569313	0.1682271446
1450	0.1203390921	0.1681958263
1451	0.1203273209	0.1681653702
1452	0.1202335021	0.1680539676
1453	0.1201698538	0.1679421585
1454	0.1200445229	0.167777988
1455	0.1199435974	0.167639288
1456	0.1198822535	0.1675036887
1457	0.1197938486	0.1673901536
1458	0.1197145657	0.1672946618
1459	0.1196555242	0.16721405
1460	0.1196069365	0.1671359922
1461	0.1195618518	0.1670602608
1462	0.1194211441	0.1668892105
1463	0.1193812597	0.1668180734
1464	0.119331596	0.1667471046
1465	0.1192450752	0.1666299894
1466	0.1190825332	0.1664415977
1467	0.1190307553	0.1663709866
1468	0.1189630594	0.1662677096
1469	0.1188885193	0.1661715644
1470	0.1187712713	0.1660506327
1471	0.1186870564	0.1659469754
1472	0.118606706	0.1658199425
1473	0.1184908032	0.1656879192
1474	0.1184084904	0.1655963634
1475	0.1183113485	0.1654571098
1476	0.1182103928	0.1653321727
1477	0.1181359845	0.1652277373
1478	0.1180659311	0.1651140548
1479	0.1180227998	0.1650462788
1480	0.1179844612	0.1649736645
1481	0.1178458285	0.1648121678
1482	0.1178060996	0.1647350295
1483	0.1177444246	0.1646210663
1484	0.1176380383	0.16449365
1485	0.117637652	0.1644902194
1486	0.1175530047	0.1643992522
1487	0.1174273964	0.1642463823
1488	0.1173692428	0.1641635089
1489	0.1173164324	0.1640808262
1490	0.1172740355	0.1639923683
1491	0.1171921108	0.1638789812
1492	0.1171000706	0.1637668369
1493	0.1169816679	0.1636160625
1494	0.1168972151	0.1635098257
1495	0.1168350264	0.1634326538
1496	0.1167817994	0.163348818
1497	0.1167159767	0.1632698577
1498	0.116614017	0.1631437992
1499	0.1165342054	0.1630083281
1500	0.11647941	0.1629345306
1501	0.1163625041	0.162797684
1502	0.1163119528	0.1627282641
1503	0.1162740506	0.1626626981
1504	0.1162339068	0.1625833715
1505	0.1161776935	0.1624874651
1506	0.1160440216	0.162330249
1507	0.1160128635	0.1622661693
1508	0.1158957469	0.1621318885
1509	0.1157956704	0.1619914638
1510	0.1156922558	0.1618869049
1511	0.1156051801	0.1617555637
1512	0.1155423567	0.1616729801
1513	0.115471181	0.1615763936
1514	0.1154107824	0.1614798748
1515	0.1153753938	0.1614042907
1516	0.1153316071	0.161344771
1517	0.1152725495	0.1612667001
1518	0.115217649	0.1611828504
1519	0.1150999225	0.1610384666
1520	0.1149852642	0.1609077291
1521	0.1149281856	0.1608274802
1522	0.1148361492	0.1607176249
1523	0.1148050241	0.1606614582
1524	0.1147548605	0.1605697098
1525	0.1147153606	0.1605041629
1526	0.1146404272	0.1604016419
1527	0.1145335871	0.1602713218
1528	0.1144835624	0.1601883205
1529	0.1144037434	0.1600874761
1530	0.114320533	0.1599707821
1531	0.1143099671	0.1599496644
1532	0.1142866561	0.159907009
1533	0.1141488816	0.1597326952
1534	0.1140301608	0.1595800014
1535	0.1139760806	0.1595033431
1536	0.1138218454	0.1593243594
1537	0.1137435295	0.1592253526
1538	0.1136698645	0.1591107321
1539	0.1136401345	0.159060623
1540	0.1135040546	0.1588860695
1541	0.1134076829	0.1587681911
1542	0.1133525392	0.1586865369
1543	0.1132930492	0.1586045458
1544	0.1132508214	0.158518349
1545	0.1131947811	0.1584444888
1546	0.113140017	0.158348222
1547	0.1130822822	0.1582465441
1548	0.1130084337	0.1581507651
1549	0.1129248759	0.158033963
1550	0.1128641842	0.1579432456
1551	0.1128194288	0.1578827389
1552	0.1127623829	0.1578046653
1553	0.1126765698	0.1576991647
1554	0.1126211362	0.1576176185
1555	0.1124682853	0.1574548374
1556	0.1123667149	0.1573411604
1557	0.1122976184	0.1572393773
1558	0.112277447	0.1571796661
1559	0.1122198599	0.1570860903
1560	0.112117484	0.1569566108
1561	0.1120758158	0.1568925207
1562	0.1120405105	0.1568385926
1563	0.1119633081	0.1567396001
1564	0.1118691348	0.1566394857
1565	0.1117457716	0.1565027091
1566	0.1116771166	0.1564109823
1567	0.1116418905	0.1563627367
1568	0.1115615603	0.156255743
1569	0.1115035291	0.1561875802
1570	0.1114464552	0.1561198306
1571	0.1113585137	0.1559950969
1572	0.1113154189	0.1559306765
1573	0.1113148244	0.1559256212
1574	0.1112826669	0.1558541614
1575	0.1111541682	0.1556536405
1576	0.1110308792	0.1554985077
1577	0.1109894181	0.1554399055
1578	0.110919321	0.1553324279
1579	0.1108289341	0.1552279414
1580	0.1106860518	0.1550709458
1581	0.110593037	0.1549533352
1582	0.1104846282	0.1548331871
1583	0.1104264738	0.1547521395
1584	0.1103665526	0.1546603838
1585	0.1102767035	0.154536571
1586	0.110162849	0.1543821444
1587	0.1101085324	0.1542893897
1588	0.1099835751	0.1541448778
1589	0.1099057715	0.1540450825
1590	0.1097978376	0.1538923083
1591	0.1097257043	0.1538124505
1592	0.1096600226	0.1536964337
1593	0.1095846057	0.1535954107
1594	0.1095477454	0.1535303853
1595	0.1094501454	0.153410792
1596	0.1093439715	0.1532915418
1597	0.1092330078	0.153179736
1598	0.1091386889	0.1530650461
1599	0.1091070852	0.1530081908
1600	0.1090585835	0.1529298431
1601	0.1089951128	0.1528547102
1602	0.1089704904	0.1528122003
1603	0.1089379395	0.1527566892
1604	0.1088253157	0.152632731
1605	0.1087731769	0.1525566964
1606	0.1087068678	0.152445369
1607	0.1086394726	0.1523368548
1608	0.1086010254	0.1522533073
1609	0.108588705	0.1522284445
1610	0.1085337173	0.1521556235
1611	0.1084280609	0.1520525174
1612	0.108380775	0.1519767639
1613	0.1083144363	0.1518971978
1614	0.1082785678	0.1518118236
1615	0.1082363251	0.1517370191
1616	0.1081845468	0.1516740768
1617	0.1081379789	0.151599419
1618	0.1080687821	0.1515225835
1619	0.1080364391	0.1514742743
1620	0.1079396438	0.1513359854
1621	0.1078473334	0.1511984033
1622	0.1078244823	0.1511512343
1623	0.1078102729	0.1510883765
1624	0.107683193	0.1509518641
1625	0.1075725338	0.1508436086
1626	0.1074809941	0.1507165009
1627	0.107413618	0.1506222711
1628	0.1072426554	0.1503714703
1629	0.1071765774	0.150275632
1630	0.1071247082	0.1501982032
1631	0.1070728707	0.1501313007
1632	0.1070256793	0.1500499208
1633	0.1068313531	0.1498322843
1634	0.1067591154	0.1497548977
1635	0.1067552308	0.1497479323
1636	0.1067289653	0.1496942223
1637	0.1067282746	0.1496908119
1638	0.1066850057	0.1496342464
1639	0.1065969916	0.1495142066
1640	0.1065629596	0.1494597567
1641	0.1065402475	0.1494179763
1642	0.1064725948	0.1493314721
1643	0.1063594947	0.1491958759
1644	0.1062378658	0.1490890953
1645	0.1061959724	0.1490125181
1646	0.1061378831	0.1489374312
1647	0.1060990089	0.1488771954
1648	0.1060040689	0.1487306452
1649	0.1059218238	0.148628632
1650	0.1058010104	0.1484881846
1651	0.1057142929	0.148388273
1652	0.1056822797	0.1483307448
1653	0.1055886222	0.1482107268
1654	0.1054735813	0.1481017594
1655	0.1054116343	0.148017328
1656	0.1053555097	0.147926105
1657	0.1053081693	0.1478351295
1658	0.1052345897	0.1477403594
1659	0.1051804172	0.1476608145
1660	0.1051146327	0.1475768107
1661	0.1049516881	0.1474052354
1662	0.1048611934	0.1473052952
1663	0.1048194229	0.1472377777
1664	0.104730183	0.1471116734
1665	0.1046691227	0.1470468306
1666	0.1045656464	0.146922729
1667	0.1044705134	0.1468026604
1668	0.1044121924	0.1467057856
1669	0.1043343974	0.1466091553
1670	0.1042499705	0.1464993537
1671	0.1041775859	0.1464003766
1672	0.104117196	0.1463303304
1673	0.1040747558	0.1462768991
1674	0.104036959	0.1462173895
1675	0.1039655601	0.1461332045
1676	0.1039256739	0.1460589324
1677	0.1038349234	0.1459480135
1678	0.1038074585	0.1459024057
1679	0.1037223113	0.1457850685
1680	0.1035919413	0.1456216794
1681	0.103516989	0.1455129882
1682	0.1034364566	0.1453896302
1683	0.1032837585	0.1452213222
1684	0.1032384207	0.1451517682
1685	0.1031512202	0.1450405983
1686	0.1031125843	0.1449926751
1687	0.1030824172	0.1449470992
1688	0.103046323	0.1448827321
1689	0.102913665	0.1447308269
1690	0.1028474193	0.144663743
1691	0.1027578128	0.1445551436
1692	0.1027158179	0.1444913554
1693	0.1025632249	0.1443473935
1694	0.10248376	0.1442308046
1695	0.1024564651	0.1441900906
1696	0.1024223579	0.1441365303
1697	0.1023838687	0.1440724247
1698	0.1023451597	0.1440020496
1699	0.1023009681	0.1439402283
1700	0.1022635849	0.143888378
1701	0.1021476761	0.143751437
1702	0.1020398477	0.143596965
1703	0.101989941	0.1435411925
1704	0.101984215	0.1435348428
1705	0.1019464155	0.1434755518
1706	0.1019184986	0.1434349582
1707	0.1017925078	0.1432864588
1708	0.1017098677	0.1431610694
1709	0.1016402135	0.1430856727
1710	0.1015835435	0.1429962623
1711	0.1015210776	0.1429098211
1712	0.1014262566	0.1427922943
1713	0.1014101375	0.1427434993
1714	0.1013931064	0.1427005285
1715	0.101300304	0.1425714568
1716	0.1012616099	0.1425117164
1717	0.1012585359	0.1425071237
1718	0.101225624	0.1424581116
1719	0.1011721104	0.1423913837
1720	0.1011477597	0.1423471187
1721	0.1010418328	0.1422065433
1722	0.1008891494	0.142025064
1723	0.1008610194	0.1419658278
